X_proj,Y_proj,prob_evento
4574725.24,2413759.2530000005,0.13369024378671956
4574725.24,2418759.2530000005,0.13259746399983902
4574725.24,2423759.2530000005,0.13160837712546009
4574725.24,2428759.2530000005,0.13071420404371611
4574725.24,2448759.2530000005,0.12792393163842408
4574725.24,2453759.2530000005,0.12738695016668528
4574725.24,2458759.2530000005,0.1269018319359319
4574725.24,2503759.2530000005,0.12416325226467666
4574725.24,2508759.2530000005,0.12398268070405637
4579725.24,2278759.2530000005,0.23327083049072844
4579725.24,2283759.2530000005,0.2241138851156754
4579725.24,2288759.2530000005,0.21316669285317114
4579725.24,2293759.2530000005,0.20810075725492277
4579725.24,2298759.2530000005,0.20518417307962636
4579725.24,2303759.2530000005,0.2046805175952332
4579725.24,2308759.2530000005,0.20660941221640036
4579725.24,2313759.2530000005,0.21072051730408126
4579725.24,2328759.2530000005,0.2308941153732249
4579725.24,2333759.2530000005,0.23841902031378515
4579725.24,2398759.2530000005,0.13691352747816654
4579725.24,2403759.2530000005,0.13541688969757665
4579725.24,2408759.2530000005,0.13406552081113016
4579725.24,2413759.2530000005,0.13284855853007213
4579725.24,2418759.2530000005,0.13175466898875834
4579725.24,2423759.2530000005,0.1307726142970411
4579725.24,2428759.2530000005,0.12989161188169135
4579725.24,2498759.2530000005,0.12386429604126017
4579725.24,2503759.2530000005,0.12368520666426144
4579725.24,2508759.2530000005,0.12352356815690739
4584725.24,2258759.2530000005,0.25115428478254975
4584725.24,2263759.2530000005,0.24189661382077146
4584725.24,2268759.2530000005,0.22863440949147373
4584725.24,2273759.2530000005,0.24071439228812402
4584725.24,2278759.2530000005,0.22882767421083722
4584725.24,2283759.2530000005,0.21778567201285165
4584725.24,2288759.2530000005,0.20567244165965698
4584725.24,2293759.2530000005,0.1993339968297615
4584725.24,2298759.2530000005,0.19567349571472553
4584725.24,2303759.2530000005,0.19510264664836174
4584725.24,2308759.2530000005,0.1976847823842084
4584725.24,2313759.2530000005,0.20306754047503536
4584725.24,2318759.2530000005,0.21050746565010695
4584725.24,2323759.2530000005,0.21916570844436511
4584725.24,2328759.2530000005,0.22819288524544953
4584725.24,2333759.2530000005,0.23700052373202307
4584725.24,2393759.2530000005,0.13768955214083967
4584725.24,2398759.2530000005,0.13598753458646518
4584725.24,2403759.2530000005,0.13446230807210358
4584725.24,2408759.2530000005,0.1330994970979295
4584725.24,2413759.2530000005,0.13188421129019695
4584725.24,2418759.2530000005,0.13080183317827862
4584725.24,2423759.2530000005,0.12983849267113706
4584725.24,2428759.2530000005,0.1289813258522877
4584725.24,2433759.2530000005,0.1282185899117976
4584725.24,2473759.2530000005,0.12445778305736352
4584725.24,2493759.2530000005,0.12352464490500371
4584725.24,2498759.2530000005,0.12334888729934379
4584725.24,2503759.2530000005,0.1231914036040003
4584725.24,2508759.2530000005,0.12305029360446673
4584725.24,2513759.2530000005,0.12292387262840172
4589725.24,2243759.2530000005,0.2877641420344037
4589725.24,2248759.2530000005,0.2800657492713888
4589725.24,2253759.2530000005,0.26475385369287446
4589725.24,2258759.2530000005,0.25427973812889865
4589725.24,2263759.2530000005,0.24395138385416218
4589725.24,2268759.2530000005,0.22923329990041144
4589725.24,2273759.2530000005,0.23942785172290137
4589725.24,2278759.2530000005,0.2253379316325548
4589725.24,2283759.2530000005,0.21199033268550674
4589725.24,2288759.2530000005,0.1982366596932077
4589725.24,2293759.2530000005,0.19022035138069449
4589725.24,2298759.2530000005,0.1855362813037527
4589725.24,2303759.2530000005,0.1848291594988913
4589725.24,2308759.2530000005,0.18826801938036056
4589725.24,2313759.2530000005,0.1953786186154778
4589725.24,2318759.2530000005,0.20503171782543558
4589725.24,2323759.2530000005,0.2158811972817991
4589725.24,2328759.2530000005,0.22673650631605213
4589725.24,2333759.2530000005,0.23689105505881503
4589725.24,2388759.2530000005,0.13856603688006125
4589725.24,2393759.2530000005,0.13661346734592575
4589725.24,2398759.2530000005,0.1348792238082041
4589725.24,2403759.2530000005,0.13334376734740747
4589725.24,2408759.2530000005,0.13198710578965092
4589725.24,2413759.2530000005,0.130789880397214
4589725.24,2418759.2530000005,0.12973397918878884
4589725.24,2423759.2530000005,0.12880283756949565
4589725.24,2428759.2530000005,0.12798153983468943
4589725.24,2433759.2530000005,0.12725679940993684
4589725.24,2438759.2530000005,0.1266168697969886
4589725.24,2443759.2530000005,0.12605142000604222
4589725.24,2453759.2530000005,0.12510887965877773
4589725.24,2458759.2530000005,0.12471695708954454
4589725.24,2463759.2530000005,0.12436959295213164
4589725.24,2468759.2530000005,0.12406151977650036
4589725.24,2473759.2530000005,0.12378813827826517
4589725.24,2478759.2530000005,0.12354542970645435
4589725.24,2483759.2530000005,0.12332987917735236
4589725.24,2488759.2530000005,0.12313840896276591
4589725.24,2493759.2530000005,0.12296832064622203
4589725.24,2498759.2530000005,0.12281724508641849
4589725.24,2503759.2530000005,0.12268309919698776
4589725.24,2508759.2530000005,0.12256404864231829
4589725.24,2513759.2530000005,0.12245847564678684
4594725.24,2243759.2530000005,0.3414512758458567
4594725.24,2248759.2530000005,0.28647909329012805
4594725.24,2253759.2530000005,0.2772256824186952
4594725.24,2258759.2530000005,0.2663514200645904
4594725.24,2263759.2530000005,0.2478270147409607
4594725.24,2268759.2530000005,0.2314831026090233
4594725.24,2273759.2530000005,0.24023296711341754
4594725.24,2278759.2530000005,0.2236493221275865
4594725.24,2283759.2530000005,0.20755741997994054
4594725.24,2288759.2530000005,0.1915741327945385
4594725.24,2293759.2530000005,0.18137881869615227
4594725.24,2298759.2530000005,0.175309868807393
4594725.24,2303759.2530000005,0.17434090553539863
4594725.24,2308759.2530000005,0.17886899508611426
4594725.24,2313759.2530000005,0.18833326244422408
4594725.24,2318759.2530000005,0.20096968190511216
4594725.24,2323759.2530000005,0.2145286404950439
4594725.24,2328759.2530000005,0.22735409329042838
4594725.24,2333759.2530000005,0.2387174735660273
4594725.24,2388759.2530000005,0.13730107089364954
4594725.24,2393759.2530000005,0.13531268428280763
4594725.24,2398759.2530000005,0.13357118166688461
4594725.24,2403759.2530000005,0.1320490431304135
4594725.24,2408759.2530000005,0.13072011195451066
4594725.24,2413759.2530000005,0.12956034869408573
4594725.24,2418759.2530000005,0.12854813870081824
4594725.24,2423759.2530000005,0.12766433134817748
4594725.24,2428759.2530000005,0.1268921276465868
4594725.24,2433759.2530000005,0.1262168903912379
4594725.24,2438759.2530000005,0.12562592245539556
4594725.24,2443759.2530000005,0.12510824018582511
4594725.24,2448759.2530000005,0.12465435693725266
4594725.24,2453759.2530000005,0.12425608434844353
4594725.24,2458759.2530000005,0.12390635445516164
4594725.24,2463759.2530000005,0.12359906310353122
4594725.24,2468759.2530000005,0.12332893367551798
4594725.24,2473759.2530000005,0.12309139941346432
4594725.24,2478759.2530000005,0.12288250234215957
4594725.24,2483759.2530000005,0.12269880675084877
4594725.24,2488759.2530000005,0.12253732529931172
4594725.24,2493759.2530000005,0.12239545598163001
4594725.24,2498759.2530000005,0.12227092837680775
4594725.24,2503759.2530000005,0.12216175781307038
4594725.24,2508759.2530000005,0.12206620625951296
4594725.24,2513759.2530000005,0.12198274892854379
4599725.24,2243759.2530000005,0.35288651991157793
4599725.24,2248759.2530000005,0.29471513149129186
4599725.24,2253759.2530000005,0.2854769118703362
4599725.24,2258759.2530000005,0.27427233662748296
4599725.24,2263759.2530000005,0.2609902904066959
4599725.24,2268759.2530000005,0.23609876180237432
4599725.24,2273759.2530000005,0.2224185259559006
4599725.24,2278759.2530000005,0.2250509022933774
4599725.24,2283759.2530000005,0.20586170216629548
4599725.24,2288759.2530000005,0.1869932308549149
4599725.24,2293759.2530000005,0.17404682835367805
4599725.24,2298759.2530000005,0.16620272584800258
4599725.24,2303759.2530000005,0.1648658532993209
4599725.24,2308759.2530000005,0.1706951580822922
4599725.24,2313759.2530000005,0.18344928598512947
4599725.24,2318759.2530000005,0.20002938582187302
4599725.24,2323759.2530000005,0.2166905520424745
4599725.24,2328759.2530000005,0.23122079024928152
4599725.24,2333759.2530000005,0.243221980496978
4599725.24,2373759.2530000005,0.14375118412256874
4599725.24,2378759.2530000005,0.1407092412220739
4599725.24,2383759.2530000005,0.13805637486398592
4599725.24,2388759.2530000005,0.13575520197422963
4599725.24,2393759.2530000005,0.1337657831049567
4599725.24,2398759.2530000005,0.13204915784853682
4599725.24,2403759.2530000005,0.1305692045693936
4599725.24,2408759.2530000005,0.12929346258459753
4599725.24,2413759.2530000005,0.12819334144797398
4599725.24,2418759.2530000005,0.12724398986784993
4599725.24,2423759.2530000005,0.12642399327624837
4599725.24,2428759.2530000005,0.12571500112423312
4599725.24,2433759.2530000005,0.12510134170344991
4599725.24,2438759.2530000005,0.12456965548084682
4599725.24,2443759.2530000005,0.12410856178647285
4599725.24,2448759.2530000005,0.12370836429228411
4599725.24,2453759.2530000005,0.1233607954908075
4599725.24,2458759.2530000005,0.12305879767784417
4599725.24,2463759.2530000005,0.12279633672681055
4599725.24,2468759.2530000005,0.12256824457351258
4599725.24,2473759.2530000005,0.12237008642046318
4599725.24,2478759.2530000005,0.12219804898808347
4599725.24,2483759.2530000005,0.12204884655227802
4599725.24,2488759.2530000005,0.1219196419391464
4599725.24,2493759.2530000005,0.12180798005861647
4599725.24,2498759.2530000005,0.121711731931035
4599725.24,2503759.2530000005,0.12162904748754204
4599725.24,2508759.2530000005,0.1215583157062334
4599725.24,2513759.2530000005,0.12149813088479103
4599725.24,2518759.2530000005,0.12144726405100584
4604725.24,2243759.2530000005,0.3807044563226129
4604725.24,2248759.2530000005,0.3546533097502919
4604725.24,2253759.2530000005,0.29619591546313495
4604725.24,2258759.2530000005,0.2851378368129786
4604725.24,2263759.2530000005,0.27153560386545816
4604725.24,2268759.2530000005,0.25532813103812746
4604725.24,2273759.2530000005,0.22891135945303243
4604725.24,2278759.2530000005,0.2313806454749581
4604725.24,2283759.2530000005,0.20905185936909995
4604725.24,2288759.2530000005,0.18676815327017499
4604725.24,2293759.2530000005,0.17055255117691118
4604725.24,2298759.2530000005,0.1601490297687487
4604725.24,2303759.2530000005,0.15974110461612356
4604725.24,2308759.2530000005,0.166660421781694
4604725.24,2313759.2530000005,0.18393885355243228
4604725.24,2318759.2530000005,0.20546143983273468
4604725.24,2323759.2530000005,0.22485009561597127
4604725.24,2328759.2530000005,0.23975792421360415
4604725.24,2368759.2530000005,0.14571002519771403
4604725.24,2373759.2530000005,0.14203575770402732
4604725.24,2378759.2530000005,0.1388831623669445
4604725.24,2383759.2530000005,0.13619225433439247
4604725.24,2388759.2530000005,0.13390238638657528
4604725.24,2393759.2530000005,0.1319567061939549
4604725.24,2398759.2530000005,0.13030418058196205
4604725.24,2403759.2530000005,0.12890020878268144
4604725.24,2408759.2530000005,0.12770646956301798
4604725.24,2413759.2530000005,0.12669039329423532
4604725.24,2418759.2530000005,0.12582448610362765
4604725.24,2423759.2530000005,0.1250856312366531
4604725.24,2428759.2530000005,0.12445443143542359
4604725.24,2433759.2530000005,0.12391462057498129
4604725.24,2438759.2530000005,0.12345255303648363
4604725.24,2443759.2530000005,0.12305676895588963
4604725.24,2448759.2530000005,0.12271762860148558
4604725.24,2453759.2530000005,0.12242700729884293
4604725.24,2458759.2530000005,0.12217804211270683
4604725.24,2463759.2530000005,0.121964922087565
4604725.24,2468759.2530000005,0.12178271477883293
4604725.24,2473759.2530000005,0.12162722282422561
4604725.24,2478759.2530000005,0.121494865282704
4604725.24,2483759.2530000005,0.12138257934872013
4604725.24,2488759.2530000005,0.12128773881271827
4604725.24,2493759.2530000005,0.12120808628519066
4604725.24,2498759.2530000005,0.12114167674062547
4604725.24,2503759.2530000005,0.12108683038273284
4604725.24,2508759.2530000005,0.12104209319736031
4604725.24,2513759.2530000005,0.12100620385762989
4604725.24,2518759.2530000005,0.12097806588869608
4604725.24,2523759.2530000005,0.12095672419713364
4609725.24,2243759.2530000005,0.39764551047892666
4609725.24,2248759.2530000005,0.37189037436661415
4609725.24,2253759.2530000005,0.30960295429605517
4609725.24,2258759.2530000005,0.2993552619916918
4609725.24,2263759.2530000005,0.28616974091128294
4609725.24,2268759.2530000005,0.26978278716969933
4609725.24,2273759.2530000005,0.2401434637675737
4609725.24,2278759.2530000005,0.24498149220862658
4609725.24,2283759.2530000005,0.22016062927295385
4609725.24,2288759.2530000005,0.19450890054534115
4609725.24,2293759.2530000005,0.17538429340408476
4609725.24,2298759.2530000005,0.16275690411080843
4609725.24,2303759.2530000005,0.16184082412086762
4609725.24,2308759.2530000005,0.17296959274114518
4609725.24,2313759.2530000005,0.19638613906784497
4609725.24,2318759.2530000005,0.22296709676673496
4609725.24,2323759.2530000005,0.24209394891326574
4609725.24,2328759.2530000005,0.2539315501063045
4609725.24,2333759.2530000005,0.2658679871397708
4609725.24,2338759.2530000005,0.27549115645178796
4609725.24,2363759.2530000005,0.14811108187289418
4609725.24,2368759.2530000005,0.1435822809760437
4609725.24,2373759.2530000005,0.13977817716690183
4609725.24,2378759.2530000005,0.1365963588424842
4609725.24,2383759.2530000005,0.13394075874007447
4609725.24,2388759.2530000005,0.1317258793088025
4609725.24,2393759.2530000005,0.12987801840081004
4609725.24,2398759.2530000005,0.12833490050681115
4609725.24,2403759.2530000005,0.12704456183194332
4609725.24,2408759.2530000005,0.12596397266753712
4609725.24,2413759.2530000005,0.12505765350016865
4609725.24,2418759.2530000005,0.1242964070960022
4609725.24,2423759.2530000005,0.12365621352519125
4609725.24,2428759.2530000005,0.12311729542365109
4609725.24,2433759.2530000005,0.12266334170671124
4609725.24,2438759.2530000005,0.12228087024813494
4609725.24,2443759.2530000005,0.12195870830109211
4609725.24,2448759.2530000005,0.12168757058746991
4609725.24,2453759.2530000005,0.12145971733460025
4609725.24,2458759.2530000005,0.12126867721495717
4609725.24,2463759.2530000005,0.12110902271693894
4609725.24,2468759.2530000005,0.12097618776108804
4609725.24,2473759.2530000005,0.12086631932146434
4609725.24,2478759.2530000005,0.120776156424283
4609725.24,2483759.2530000005,0.12070293121045604
4609725.24,2488759.2530000005,0.12064428780908595
4609725.24,2493759.2530000005,0.12059821561876016
4609725.24,2498759.2530000005,0.12056299427177748
4609725.24,2503759.2530000005,0.12053714809672267
4609725.24,2508759.2530000005,0.12051940832482602
4609725.24,2513759.2530000005,0.12050868162788841
4609725.24,2518759.2530000005,0.12050402384836693
4609725.24,2523759.2530000005,0.12050461799993013
4614725.24,2243759.2530000005,0.5376453344170177
4614725.24,2248759.2530000005,0.40698485611721275
4614725.24,2253759.2530000005,0.3800110428550798
4614725.24,2258759.2530000005,0.31707638664191784
4614725.24,2263759.2530000005,0.3052652912102001
4614725.24,2268759.2530000005,0.2898116484480038
4614725.24,2273759.2530000005,0.26390970176773876
4614725.24,2278759.2530000005,0.27494753714190606
4614725.24,2283759.2530000005,0.24270060846768157
4614725.24,2288759.2530000005,0.2147766997446199
4614725.24,2293759.2530000005,0.19450780865663247
4614725.24,2298759.2530000005,0.18181003114247846
4614725.24,2303759.2530000005,0.18184161806763466
4614725.24,2308759.2530000005,0.19833363656092323
4614725.24,2313759.2530000005,0.23048485174834255
4614725.24,2318759.2530000005,0.2584737614734589
4614725.24,2323759.2530000005,0.26884311178798825
4614725.24,2328759.2530000005,0.2735952138766357
4614725.24,2333759.2530000005,0.2811645465444438
4614725.24,2338759.2530000005,0.2911742122325406
4614725.24,2343759.2530000005,0.3054661410974037
4614725.24,2348759.2530000005,0.31305253311148495
4614725.24,2353759.2530000005,0.20811209681945778
4614725.24,2358759.2530000005,0.15109496541413356
4614725.24,2363759.2530000005,0.14538444081653956
4614725.24,2368759.2530000005,0.14071930534487626
4614725.24,2373759.2530000005,0.13691564461602973
4614725.24,2378759.2530000005,0.13381574006229488
4614725.24,2383759.2530000005,0.1312877283548183
4614725.24,2388759.2530000005,0.12922326189341726
4614725.24,2408759.2530000005,0.12407732207170483
4614725.24,2413759.2530000005,0.12330651402980106
4614725.24,2418759.2530000005,0.12267074998786248
4614725.24,2423759.2530000005,0.1221461029542017
4614725.24,2428759.2530000005,0.12171320651760846
4614725.24,2433759.2530000005,0.12135633120699034
4614725.24,2438759.2530000005,0.1210626544099961
4614725.24,2443759.2530000005,0.12082168351840675
4614725.24,2448759.2530000005,0.12062479970506537
4614725.24,2453759.2530000005,0.12046489641409279
4614725.24,2458759.2530000005,0.12033609215903851
4614725.24,2463759.2530000005,0.12023350165678523
4614725.24,2468759.2530000005,0.12015305283235034
4614725.24,2473759.2530000005,0.12009133997686797
4614725.24,2478759.2530000005,0.12004550547998612
4614725.24,2483759.2530000005,0.1200131442180401
4614725.24,2488759.2530000005,0.1199922259662623
4614725.24,2493759.2530000005,0.11998103220099846
4614725.24,2498759.2530000005,0.11997810443229445
4614725.24,2503759.2530000005,0.11998220180937812
4614725.24,2508759.2530000005,0.11999226621092034
4614725.24,2513759.2530000005,0.12000739339879894
4614725.24,2518759.2530000005,0.12002680910167673
4614725.24,2523759.2530000005,0.12004984912087796
4614725.24,2528759.2530000005,0.12007594272951345
4619725.24,2243759.2530000005,0.598603208640971
4619725.24,2248759.2530000005,0.5946954924367021
4619725.24,2253759.2530000005,0.48161619475273143
4619725.24,2258759.2530000005,0.38262725259801345
4619725.24,2263759.2530000005,0.32863180056264074
4619725.24,2268759.2530000005,0.3153346579631856
4619725.24,2273759.2530000005,0.29794364664153555
4619725.24,2278759.2530000005,0.2711863542290064
4619725.24,2283759.2530000005,0.27890319100968364
4619725.24,2288759.2530000005,0.2513964762847842
4619725.24,2293759.2530000005,0.2324952512269204
4619725.24,2298759.2530000005,0.22080549668798372
4619725.24,2303759.2530000005,0.22253082382515685
4619725.24,2308759.2530000005,0.24290596228782377
4619725.24,2313759.2530000005,0.27924012748243315
4619725.24,2318759.2530000005,0.29916740533947717
4619725.24,2323759.2530000005,0.29530279377398994
4619725.24,2328759.2530000005,0.2936542606821166
4619725.24,2333759.2530000005,0.298951935006683
4619725.24,2338759.2530000005,0.3110188980620035
4619725.24,2343759.2530000005,0.31802606461593885
4619725.24,2348759.2530000005,0.2506304150783624
4619725.24,2353759.2530000005,0.154797985290683
4619725.24,2358759.2530000005,0.1474403968980593
4619725.24,2363759.2530000005,0.1416373075725089
4619725.24,2368759.2530000005,0.13705184216569447
4619725.24,2373759.2530000005,0.1334206614110831
4619725.24,2378759.2530000005,0.13053791317212424
4619725.24,2383759.2530000005,0.12824307747469052
4619725.24,2433759.2530000005,0.1200045708555514
4619725.24,2438759.2530000005,0.11980767246476268
4619725.24,2443759.2530000005,0.11965437659942436
4619725.24,2448759.2530000005,0.11953703529142766
4619725.24,2453759.2530000005,0.11944941321794386
4619725.24,2458759.2530000005,0.11938640574090516
4619725.24,2463759.2530000005,0.1193438174488231
4619725.24,2468759.2530000005,0.11931818739627889
4619725.24,2473759.2530000005,0.11930665054528446
4619725.24,2478759.2530000005,0.11930682739906098
4619725.24,2483759.2530000005,0.11931673569157346
4619725.24,2488759.2530000005,0.11933471941111141
4619725.24,2493759.2530000005,0.11935939150904529
4619725.24,2498759.2530000005,0.11938958746144607
4619725.24,2503759.2530000005,0.11942432747530363
4619725.24,2508759.2530000005,0.11946278560998973
4619725.24,2513759.2530000005,0.11950426445373999
4619725.24,2518759.2530000005,0.1208572463708069
4619725.24,2523759.2530000005,0.12227875418817888
4619725.24,2528759.2530000005,0.12249939983188592
4619725.24,2533759.2530000005,0.1227117648232668
4624725.24,2243759.2530000005,0.600277087881858
4624725.24,2248759.2530000005,0.595728473128001
4624725.24,2253759.2530000005,0.5967424805247168
4624725.24,2258759.2530000005,0.5130707135028221
4624725.24,2263759.2530000005,0.4520886693043757
4624725.24,2268759.2530000005,0.40090675316271457
4624725.24,2273759.2530000005,0.3593753133201317
4624725.24,2278759.2530000005,0.304632796590724
4624725.24,2283759.2530000005,0.32833816648550185
4624725.24,2288759.2530000005,0.31369810076542526
4624725.24,2293759.2530000005,0.2898895452013208
4624725.24,2298759.2530000005,0.27833345294251205
4624725.24,2303759.2530000005,0.27524669093048393
4624725.24,2308759.2530000005,0.2843148633587013
4624725.24,2313759.2530000005,0.3019932596544693
4624725.24,2318759.2530000005,0.30998978116226716
4624725.24,2323759.2530000005,0.3072257675495731
4624725.24,2328759.2530000005,0.30931152056924366
4624725.24,2333759.2530000005,0.31952055940544377
4624725.24,2338759.2530000005,0.3261048977662216
4624725.24,2343759.2530000005,0.33222154634446166
4624725.24,2348759.2530000005,0.15918063434871751
4624725.24,2353759.2530000005,0.1496087045678314
4624725.24,2358759.2530000005,0.14235229971968114
4624725.24,2363759.2530000005,0.1368197272408131
4624725.24,2368759.2530000005,0.13258103716168507
4624725.24,2373759.2530000005,0.12931947567968657
4624725.24,2458759.2530000005,0.11842636015980075
4624725.24,2463759.2530000005,0.11844593200410983
4624725.24,2468759.2530000005,0.11847687719540803
4624725.24,2473759.2530000005,0.11851694949291335
4624725.24,2478759.2530000005,0.11856430935482916
4624725.24,2483759.2530000005,0.11861744656532085
4624725.24,2488759.2530000005,0.11867511864067946
4624725.24,2493759.2530000005,0.11873630156864366
4624725.24,2498759.2530000005,0.11880015023599481
4624725.24,2503759.2530000005,0.1188659665037692
4624725.24,2508759.2530000005,0.1202184790667345
4624725.24,2513759.2530000005,0.12165408086372938
4624725.24,2518759.2530000005,0.12191193179319096
4624725.24,2523759.2530000005,0.1221595450248001
4624725.24,2528759.2530000005,0.13585744027412755
4624725.24,2533759.2530000005,0.13635951421889658
4624725.24,2538759.2530000005,0.13683699464435814
4629725.24,2248759.2530000005,0.5974095790498611
4629725.24,2253759.2530000005,0.5908130738290664
4629725.24,2258759.2530000005,0.5160906099417414
4629725.24,2263759.2530000005,0.48323011640398356
4629725.24,2268759.2530000005,0.45198849999661334
4629725.24,2273759.2530000005,0.4825423591506732
4629725.24,2278759.2530000005,0.4823572547277623
4629725.24,2283759.2530000005,0.4789977634352461
4629725.24,2288759.2530000005,0.4042540146366888
4629725.24,2293759.2530000005,0.4015163516575512
4629725.24,2298759.2530000005,0.3496800039236061
4629725.24,2303759.2530000005,0.3358523777345578
4629725.24,2308759.2530000005,0.3233930034844571
4629725.24,2313759.2530000005,0.31519231102756934
4629725.24,2318759.2530000005,0.315135289119334
4629725.24,2323759.2530000005,0.3193447647986748
4629725.24,2328759.2530000005,0.33074407956287366
4629725.24,2333759.2530000005,0.33792331449853846
4629725.24,2338759.2530000005,0.3437685755663452
4629725.24,2343759.2530000005,0.2615797574282602
4629725.24,2348759.2530000005,0.15136186476052976
4629725.24,2353759.2530000005,0.14245022927186987
4629725.24,2358759.2530000005,0.1358820817726509
4629725.24,2363759.2530000005,0.13101917992232293
4629725.24,2368759.2530000005,0.1274032387261114
4629725.24,2373759.2530000005,0.12470460994419505
4629725.24,2463759.2530000005,0.1354288793949871
4629725.24,2468759.2530000005,0.13565176463327266
4629725.24,2473759.2530000005,0.13587543764250873
4629725.24,2478759.2530000005,0.136098482166263
4629725.24,2483759.2530000005,0.13631979900728736
4629725.24,2488759.2530000005,0.13653854130527773
4629725.24,2493759.2530000005,0.13675406337939214
4629725.24,2498759.2530000005,0.11947090582287753
4629725.24,2503759.2530000005,0.12092609793484961
4629725.24,2508759.2530000005,0.12122925035029627
4629725.24,2513759.2530000005,0.1344370142391297
4629725.24,2518759.2530000005,0.13503415488672219
4634725.24,2248759.2530000005,0.6021892052878958
4634725.24,2253759.2530000005,0.5919073052175367
4634725.24,2258759.2530000005,0.5870100749220832
4634725.24,2263759.2530000005,0.5136429188064747
4634725.24,2268759.2530000005,0.4583594907812198
4634725.24,2273759.2530000005,0.48124190006325385
4634725.24,2278759.2530000005,0.47905062876055743
4634725.24,2283759.2530000005,0.4752500770159552
4634725.24,2288759.2530000005,0.4745862098026655
4634725.24,2293759.2530000005,0.485911841820658
4634725.24,2298759.2530000005,0.4840934721986429
4634725.24,2303759.2530000005,0.4746685781114333
4634725.24,2308759.2530000005,0.44935395162487946
4634725.24,2313759.2530000005,0.4212725885239981
4634725.24,2318759.2530000005,0.4262992188768972
4634725.24,2323759.2530000005,0.4343463718036228
4634725.24,2328759.2530000005,0.42087584875476625
4634725.24,2333759.2530000005,0.4002441736023486
4634725.24,2338759.2530000005,0.40679556180534754
4634725.24,2343759.2530000005,0.2231901000125209
4634725.24,2348759.2530000005,0.1852258741225892
4634725.24,2353759.2530000005,0.17476098826284847
4634725.24,2358759.2530000005,0.16701151119359622
4634725.24,2363759.2530000005,0.16138594674535167
4634725.24,2368759.2530000005,0.1573741295356354
4634725.24,2373759.2530000005,0.15457005782797578
4634725.24,2473759.2530000005,0.14955354246586886
4634725.24,2478759.2530000005,0.1499880713610701
4634725.24,2483759.2530000005,0.15040914054610666
4634725.24,2488759.2530000005,0.1524366654374022
4634725.24,2493759.2530000005,0.1351290482831036
4634725.24,2498759.2530000005,0.13565850750450906
4634725.24,2503759.2530000005,0.1361598872391411
4634725.24,2508759.2530000005,0.1340850629067937
4634725.24,2513759.2530000005,0.13472996231040793
4639725.24,2248759.2530000005,0.6048242918875132
4639725.24,2253759.2530000005,0.5944609617676464
4639725.24,2258759.2530000005,0.5804642284841203
4639725.24,2263759.2530000005,0.5175524555668484
4639725.24,2268759.2530000005,0.5095500674377749
